domain;supergroup;division;subdivision;phylum;class;order;family;genus;species;accesion
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Trematoda;Diplostomida;Bolbophoridae;Bolbophorus;Bolbophorus_sp;MK605689
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Trematoda;Diplostomida;Protrodiplostomatidae;Crocodillicola;Crocodillicola_pseudostoma;MF398317
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Trematoda;Diplostomida;Fellodistomidae;Proctoeces;Proctoeces_maculatus;OR723768
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Versteria;Versteria_mustelae;MK681866
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Trematoda;Plagiorchiida;Cyclocoelidae;Tracheophilus;Tracheophilus_cymbius;MK355447
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina_jani;HQ269360
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Demospongiae_X;Demospongiae_XX;Demospongiae_XXX;Demospongiae_XXXX;OP267137
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Demospongiae_X;Demospongiae_XX;Demospongiae_XXX;Demospongiae_XXXX;MK833921
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Demospongiae_X;Demospongiae_XX;Demospongiae_XXX;Demospongiae_XXXX;MK833918
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Demospongiae_X;Demospongiae_XX;Demospongiae_XXX;Demospongiae_XXXX;MK833922
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Demospongiae_X;Demospongiae_XX;Demospongiae_XXX;Demospongiae_XXXX;MZ580674
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Agelasidae;Agelas;Agelas_clathrodes;DQ075720
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Agelasidae;Agelas;Agelas_conifera;OQ672821
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Agelasidae;Agelas;Agelas_schmidti;EU237475
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Astroscleridae;Astrosclera;Astrosclera_willeyana;AY561969
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Astroscleridae;Ceratoporella;Ceratoporella_nicholsoni;DQ075775
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Agelasida;Astroscleridae;Ceratoporella;Ceratoporella_nicholsoni;DQ075747
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Axinellida_X;Axinellida_XX;Axinellida_XXX;MW059041
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Axinellidae;Axinella;Axinella_sp;KX866742
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Axinellidae;Axinella;Axinella_cannabina;KX866735
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Heteroxyidae;Heteroxya;Heteroxya_sp;MW858350
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Raspailiidae_X;Raspailiidae_XX;KX866747
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Raspailiidae_X;Raspailiidae_XX;MT491560
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Echinodictyum;Echinodictyum_sp;MW143253
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Lithoplocamia;Lithoplocamia_lithistoides;MT491707
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Aulospongus;Aulospongus_viridans;OM234768
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Ectyoplasia;Ectyoplasia_ferox;HE591462
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Endectyon;Endectyon_sp;LR880961
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Endectyon;Endectyon_hispitumulus;OM234764
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Eurypon;Eurypon_clavigerum;LR880959
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Eurypon;Eurypon_curvoclavus;OM234772
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Hymeraphia;Hymeraphia_stellifera;LR880953
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Raspaciona;Raspaciona_sp;LR880957
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Raspaciona;Raspaciona_aculeata;KX866778
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Raspailiidae;Sollasella;Sollasella_ananas;MZ408260
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Axinellida;Stelligeridae;Plenaster;Plenaster_craigi;MH138106
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Biemnida;Biemnidae;Biemna;Biemnamegalosigma;MT491468
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Biemnida;Biemnidae;Neofibularia;Neofibularia_hartmani;JF773145
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Biemnida;Rhabderemiidae;Rhabderemia;Rhabderemia_sp;PP092514
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Biemnida;Rhabderemiidae;Rhabderemia;Rhabderemia_sorokinae;HE611607
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Desmanthidae;Desmanthus;Desmanthus_incrustans;MZ487072
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Dictyonella;Dictyonella_incisa;JX999084
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Dictyonella;Dictyonella_incisa;KX866740
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Liosina;Liosina_blastifera;KX866749
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_sp;OP267171
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_canariensis;AM498644
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_ceutensis;AM498646
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_jali;MT583199
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_kuyamu;MT583200
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_lophyropoda;HQ379411
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_lophyropoda;AM498640
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_nausicae;MW834351
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina_ruetzleri;AY561976
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Svenzea;Svenzea_sp;MT491708
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Svenzea;Svenzea_cristinae;MZ486943
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Bubarida;Dictyonellidae;Tethyspira;Tethyspira_spinosa;HQ379418
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_sp;AM076983
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_delitrix;MZ487166
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_dissimilis;KY565338
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_patera;NC_069646
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_schmidti;MZ487060
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona_tenuis;MZ487062
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Placospongiidae;Placospongia;Placospongia_intermedia;JX999089
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Spirastrellidae;Spheciospongia;Spheciospongia_solida;KY565307
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Spirastrellidae;Spirastrella;Spirastrella_sp;MW144977
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Clionaida;Spirastrellidae;Spirastrella;Spirastrella_hartmani;MZ487271
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Desmacellida;Desmacellidae;Desmacella;Desmacella_sp;PP092513
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Haplosclerida_X;Haplosclerida_XX;Haplosclerida_XXX;MW059073
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Callyspongiidae;Callyspongia;Callyspongia_vaginalis;MZ487088
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Chalinula;Chalinula_molitba;MZ487318
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Chalinula;Chalinula_zeae;MZ487057
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona_sp;MW059063
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona_dancoi;MK803203
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona_pigmentifera;KX454493
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona_scotti;OQ605962
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Niphatidae;Niphatidae_X;Niphatidae_XX;MT491512
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Niphatidae;Gelliodes;Gelliodes_pumila;KX454497
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Niphatidae;Niphates;Niphates_erecta;MZ486713
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Niphatidae;Niphates;Niphates_toxifera;KX866739
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Neopetrosia;Neopetrosia_dendrocrevacea;MK105442
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Neopetrosia;Neopetrosia_exigua;KX454496
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Neopetrosia;Neopetrosia_exigua;MK833935
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Petrosia;Petrosia_ficiformis;KX866751
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Petrosia;Petrosia_weinbergi;MZ487376
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Xestospongia;Xestospongia_deweerdtae;KX668524
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Xestospongia;Xestospongia_muta;HQ452957
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Phloeodictyidae;Calyx;Calyx_nicaeensis;KX866755
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Phloeodictyidae;Oceanapia;Oceanapia_sp;AY561967
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Phloeodictyidae;Oceanapia;Oceanapia_bartschi;MZ487068
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Haplosclerida;Heteroscleromorphaincertaesedis;Petromica;Petromica_sp;LN624195
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Merliida;Hamacanthidae;Hamacantha;Hamacantha_falcula;LN870512
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Poecilosclerida_X;Poecilosclerida_XX;Poecilosclerida_XXX;MW059093
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Poecilosclerida_X;Poecilosclerida_XX;Poecilosclerida_XXX;MN690394
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Poecilosclerida_X;Poecilosclerida_XX;Poecilosclerida_XXX;MW059094
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Abyssocladia;Abyssocladia_sp;LN870445
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Asbestopluma;Asbestopluma_infundibulum;LN870464
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Asbestopluma;Asbestopluma_occidentalis;JX999062
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Chondrocladia;Chondrocladia_sp;LN870485
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Cladorhiza;Cladorhiza_sp;MT521892
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Lycopodina;Lycopodina_sp;KX266220
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Cladorhizidae;Lycopodina;Lycopodina_hypogea;HG424320
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Coelosphaeridae;Inflatella;Inflatella_coelosphaeroides;MH892414
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Coelosphaeridae;Lissodendoryx;Lissodendoryx_carolinensis;MK308028
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Coelosphaeridae;Lissodendoryx;Lissodendoryx_colombiensis;JX999090
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Coelosphaeridae;Lissodendoryx;Lissodendoryx_complicata;LN870513
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Coelosphaeridae;Lissodendoryx;Lissodendoryx_hawaiiana;KY565309
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Crambeidae;Crambe;Crambe_crambe;KX866760
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Esperiopsidae;Amphilectus;Amphilectus_fucorum;LN870447
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Guitarridae;Guitarra;Guitarra_antarctica;LN870510
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Hemimycale;Hemimycale_polyboletus;OP534727
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Hooperia;Hooperia_anfractuosa;OP267126
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Phorbas;Phorbas_bihamiger;KF017194
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Phorbas;Phorbas_clathratus;MT491716
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Phorbas;Phorbas_topsenti;KX866745
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Plocamionida;Plocamionida_ambigua;FR687225
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Plocamionida;Plocamionida_microcionides;FR687220
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Iotrochotidae;Iotrochota;Iotrochota_protea;KY565317
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Latrunculiidae;Negombata;Negombata_sp;OM370869
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Latrunculiidae;Tsitsikamma;Tsitsikamma_favus;JF930154
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Microcionidae_X;Microcionidae_XX;MT491605
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Antho;Antho_lithophoenix;OP534732
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Clathria;Clathria_prolifera;DQ087475
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Microciona;Clathria_toxitenuis;KX866770
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Thalysias;Clathria_reinwardti;KX894488
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale_sp;MH784609
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale_cecilia;MT808330
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale_grandis;KY565308
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale_mirabilis;HE611589
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Myxillidae;Myxilla;Myxilla_sp;MT491714
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Podospongiidae;Diacarnus;Diacarnus_spinipoculum;AY561975
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Poeciloscleridaincertaesedis;Acantheurypon;Acantheurypon_pilosella;JF440337
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida;Tedaniidae;Tedaniidae_X;Tedaniidae_XX;MT012483
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_sp;MZ580606
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_sp;AY561982
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_sp;HG423714
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_arctica;HG423705
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_corticata;OP036683
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Polymastia;Polymastia_invaginata;HG423711
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Pseudotrachya;Pseudotrachya_sp;AY561965
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Polymastiida;Polymastiidae;Tentorium;Tentorium_papillatum;HG423729
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Sphaerocladina;Vetulinidae;Vetulina;Vetulina_stalactites;LT935655
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Spongillida;Lubomirskiidae;Lubomirskia;Lubomirskia_abietina;MH697690
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Spongillida;Spongillidae;Spongillidae_X;Spongillidae_XX;MF043879
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondriidae_X;Halichondriidae_XX;AY561985
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Amorphinopsis;Amorphinopsis_maculosa;OP267173
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Ciocalypta;Ciocalypta_carballoi;KX866757
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Didiscus;Didiscus_sp;AY561972
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria_sp;MW059058
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria_coerulea;MT586735
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Hymeniacidon;Hymeniacidon_sp;MW143251
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Hymeniacidon;Hymeniacidon_chloris;KY565323
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Hymeniacidon;Hymeniacidon_gracilis;KY565326
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidae;Plicatellopsis;Plicatellopsis_sp;OP267138
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidae;Suberites;Suberites_sp;AY561966
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidaincertaesedis;Homaxinella;Homaxinella_sp;MT491674
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidaincertaesedis;Terpios;Terpios_sp;MW059101
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidaincertaesedis;Terpios;Terpios_gelatinosus;KX866738
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidaincertaesedis;Terpios;Terpios_hoshinota;KJ008098
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidaincertaesedis;Topsentia;Topsentia_ophiraphidites;MZ487598
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Hemiasterellidae;Adreus;Adreus_fascicularis;HQ379428
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Hemiasterellidae;Galaxia;Galaxia_gaviotensis;MT139597
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Hemiasterellidae;Hemiasterella;Hemiasterella_sp;AY561977
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Hemiasterellidae;Stelligera;Stelligera_rigida;KY492523
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Tethyidae;Tethyidae_X;Tethyidae_XX;AY561986
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya_sp;OQ948196
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya_aurantium;KX866754
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya_californiana;MT139598
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya_citrina;HQ379427
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Timeidae;Timea;Timea_hechteli;MN562234
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tethyida;Timeidae;Timea;Timea_unistellata;KC869427
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Ancorinidae;Rhabdastrella;Rhabdastrella_sp;MT491678
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Ancorinidae;Stelletta;Stelletta_sp;MT577592
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Ancorinidae;Stryphnus;Stryphnus_mucronatus;KX866734
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Corallistidae;Awhiowhio;Awhiowhio_osheai;LR698846
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Corallistidae;Corallistes;Corallistes_isabela;LR698863
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Corallistidae;Isabella;Isabella_mirabilis;LN624215
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Geodiidae;Erylus;Erylus_discophorus;ON130533
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Demospongiae;Tetractinellida;Geodiidae;Erylus;Erylus_expletus;EU442208
